"","post_id","post_author","post_category","post_title","post_date_time","post_ip","post_country","post_content","post_board"
"732","M.1498029317.A.50E","eco100","問題","如何把變數帶入SQL語法？",2017-06-21 15:15:15,NA,NA,"我的問題是

例如我得到一個變數 ID

這個ID裡面可能有100個

我要依序將這100個ID 用迴圈帶入SQL語法裡面

像是

select * from data_table where `ID` = 'ID'

'ID' 這邊的內容就是我要用迴圈方式帶入的

請問R裡面，這邊應該怎麼表達？謝謝！

--","R_Language"
"733","M.1497943858.A.F45","clansoda","問題","update or replace reactive",2017-06-20 15:30:55,NA,NA,"Hi，先感謝cywhale大，上次的問題已經解決了

這次的另外一個問題是我的data是來自外來的database

my_data <- reactive({
  input$data %>% return
})

理論上他只會在剛開啟這個應用的時候抓一次資料

問題來了，我設定了一個按鈕他會需要這裡面的資料來做指定的事

observeEvent(input$thebutton, {
   Tempdata <- my_data()
   newdata <- doingsomething to Tempdata
})

因為這個按鈕設計要按很多次，大家也看得出來他是根據my_data()這個reactive

的值而有所不同，所以我現在按第一次的時候會跟我要求的一樣

但是按第二次後就會出錯，因為這個my_data裡面的資料還是從資料庫來的那個

沒有更新，想請問要如何才能更新的這個reactive的值呢

我在observeEvent裡面試過

my_data <- reactive({
  return (newdata)
})

也就是想把新作出來的資料表用replace的方式替代舊的my_data

這個方面他跟R的global variables不一樣

想請問有人有解決這種問題的類似經驗嗎

我已經先搜尋過stackoverflows沒找到類似的問題

--","R_Language"
"734","M.1497511763.A.CB5","PhysicsBoy","問題","軸上數字標示問題",2017-06-15 15:29:19,NA,NA,"[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[軟體熟悉度]:請把以下不需要的部份刪除使用者(已經有用R 做過不少作品)[問題敘述]:請簡略描述你所要做的事情，或是這個程式的目的想請教一下大大們
一般使用plot()畫圖時
座標軸預設的數字會以科學記號如1e-02表示10的負2次方
那我該如何做才能讓其直接顯示為10的負2次方呢?

煩請大大們解惑^^
感謝

--
離開你的視線~讓情緒完完整整的宣洩~

我想今夜就這樣吧~

反正孤獨也無所謂~

--","R_Language"
"735","M.1497503939.A.81C","jklkj","問題","Re: 在R中有處理http query string",2017-06-15 13:18:57,NA,NA,"做完才看到這份，我寫寫我的作法好了
S1 <- regexpr(""\\?"", XXX$text)
S1[S1 < 0] = NA
End <- 1000
XXX$text <- substr(XXX$text, S1+1, End)
--上面把?後面的取出來
XXX <- na.omit(XXX)
code_1 <- strsplit(XXX$text, ""&"")
names(code_1) <- XXX$id
--為了可以識別url來自哪個id
code_2 <- do.call(rbind, lapply(code_1, data.frame, stringsAsFactors = F))
do.call(rbind, ......)跟rbind不是一樣的嗎？可是我只用rbind解不出來
S2 <- regexpr(""\\="", code_2$X..i..)
跟&的一樣                   ^^^^^^我懶得改了
code_2$Name <- substr(code_12$X..i.., 1, S2-1)
code_2$Value <- substr(code_12$X..i.., S2+1, 50)
把=前後的值設為對應的值
S3 <- regexpr(""\\."", rownames(code_2))
因為列名不能重複，所以id會出現.１、.2、.3、......我只要.之前的id
code_2$line_id <- substr(rownames(code_2), 1, S3-1)
result <- code_12[,c(""line_id"", ""Name"", ""Value"")]
rownames(result) <- NULL
這我自己龜毛，rowname看起來很阿砸
cast <- dcast(result, formula = id ~ Name, value.var = ""Value"")
這是大神的套件，我之前的動作就是為了產生這個cast
有其他更好的方法嗎？
求教了※ 引述《celestialgod (天)》之銘言：: 前面先隨便給他一個protocle跟host 加個?表示是query string: 然後用httr::parse_url就可以輕鬆處理完了: 剩下就是看你要什麼欄位mapping到table中，改個名字，然後as.data.frame即可: library(httr): x <- parse_url(paste0(""http://1?"", ""utm_source=apple&utm_campaign=PRO&"",:                       ""utm_medium=banner&text_id=12228473&date=970101&"",:                       ""loc=65173194cbfdbb89e06742a196ec150f"")): x$query: # $utm_source: # [1] ""apple"": #: # $utm_campaign: # [1] ""PRO"": #: # $utm_medium: # [1] ""banner"": #: # $text_id: # [1] ""12228473"": #: # $date: # [1] ""970101"": #: # $loc: # [1] ""65173194cbfdbb89e06742a196ec150f"": ※ 引述《jklkj (誠實可靠小郎君)》之銘言：: : [問題類型]:: : 程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來): : [軟體熟悉度]:: : 入門(寫過其他程式，只是對語法不熟悉): : [問題敘述]:: : 目前我有A、B兩個table: : 我想做一件事是把兩個table先join成C，這部分沒問題我用merge: : 之後我想當item欄位是空值時把text的資料擷取出部分: : text的資料是url類似: : utm_source=apple&utm_campaign=PRO&utm_medium=banner&text_id=12228473&date=: : 970101&loc=65173194cbfdbb89e06742a196ec150f: : 我想把各別的字串丟進資料庫的欄位中: : 例如：: : apple 丟進source欄位: : PRO丟進campaign欄位: : banner丟進medium欄位: : 65173194cbfdbb89e06742a196ec150f丟進loc欄位: : 但是text_id我沒有設欄位，所以不需要解析: : [程式範例]:: : if(C$item == """") {C$apple <- C$text}: : 我本來是想說先丟進去再拆解，可是我連這個最基礎的都ERROR: : the condition has length > 1 and only the first element will be used: : 想問一下這怎麼處理: : [環境敘述]:: : R version 3.3.3 (2017-03-06): : Platform: x86_64-w64-mingw32/x64 (64-bit): : Running under: Windows 7 x64 (build 7601) Service Pack 1: : locale:: : [1] LC_COLLATE=Chinese (Traditional)_Taiwan.950  LC_CTYPE=Chinese (Traditional)_Taiwan.950: : [3] LC_MONETARY=Chinese (Traditional)_Taiwan.950 LC_NUMERIC=C: : [5] LC_TIME=Chinese (Traditional)_Taiwan.950: : attached base packages:: : [1] stats     graphics  grDevices utils     datasets  methods   base: : other attached packages:: : [1] RPostgreSQL_0.4-1 DBI_0.6: : loaded via a namespace (and not attached):: : [1] tools_3.3.3: : [關鍵字]:: : ETL--","R_Language"
"736","M.1497473188.A.5EA","locka","問題","Re: 折線圖+長條圖呈現",2017-06-15 04:46:26,NA,NA,"原文恕刪。


這邊提供另一種解法,使用的是highcharter套件
可以做出不少漂亮的互動圖形! :)

完成圖可參考:http://i.imgur.com/7ScoSnl.jpg(這邊借用celestialgod大大的資料)

library(dplyr)
library(highcharter)

numSamples <- 200L
DF <- data.frame(V1 = sample(1L:4L, numSamples, TRUE),
                 V2 = sample(1L:2L, numSamples, TRUE))
sum0 <- DF %>% group_by(V1) %>% summarise (mean = mean(V2), n = n())



highchart() %>%
    hc_xAxis(categories=sum0[[""V1""]]) %>%
    hc_yAxis_multiples(
        list(title=list(text=""n"")),
        list(title=list(text=""mean""),opposite=T)
    ) %>%

    hc_add_series(name=""n"",type=""column"",
                  data=sum0[[""n""]],
                  dataLabels=list(enabled=T,color=""green"")) %>%

    hc_add_series(name=""mean"",type=""line"",yAxis=1,
                  data=round(sum0[[""mean""]],digits=2),
                  dataLabels=list(enabled=T)) %>%

    hc_exporting(enabled = TRUE)


指定x軸、y軸,然後添加series就搞定了。
(還可以享受滑鼠滑來滑去、點來點去有動態效果的成就感XD)

加了hc_exporting()那行,用瀏覽器開啟時就可以把圖存成靜態圖片(JPEG,PNG...)

有一些tricky的地方,個人覺得要花不少時間才能熟悉作者的邏輯
有html或javascript基礎應該可以比較快上手
(更別提highcharter套件的help文件非常貧脊...)



不過會發現當放大或縮小圖形的時候,圖形也會跟著改變!
(應該是因為highchart會自己調整圖形為最適合視窗的大小)

例如下圖就跟上圖長得不太一樣(紅圈處)http://i.imgur.com/OFlMgcz.png也就是說這種double axis的圖形
因為要把兩種「不能比較」的單位同時放在一張圖裡,
只要對應的轉換公式改變,圖形相對位置就有可能改變,造成不同的解讀。


我想這應該是Hadley大神堅持不在ggplot2中添加這功能的原因吧~
(要的話自己刻...哈哈)
""Because they are easily manipulated to mislead.""


就算是後來的ggplot2新增sec.axis參數,
初衷也只是提供像是華氏攝氏、公里英哩之類,有固定轉換公式單位的對照https://goo.gl/g3LTFw有興趣可以去找stackoverflow上那篇討論,(我推文在前面文章裡)
有滿多關於double axis plot 適用情境的討論,
(還可以看Hadley大神跟網友互嗆XD)

""I don't understand why you think I should do something that I believe is
wrong just because lots of people think it's a good idea.""



總之使用上要特別小心~~~~~


--","R_Language"
"737","M.1497459832.A.098","hatemath1991","問題","關於Logistic迴歸的問題",2017-06-15 01:03:50,NA,NA,"[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[軟體熟悉度]:請把以下不需要的部份刪除新手(沒寫過程式，R 是我的第一次)[問題敘述]:想要訓練一個高維度資料的Logistic迴歸模型，但是在後面的特徵卻都出現NA就是summary之後對於個特徵如下面的圖，這是因為glm沒辦法處理太多特徵？https://goo.gl/aJJNca[程式範例]:train_sample<-sample(40,30)train_data<-temp[train_sample,]test_data<-temp[-train_sample,]model<-glm(type~.,family=binomial,data=train_data)[環境敘述]:R version 3.4.0 (2017-04-21)Platform: x86_64-pc-linux-gnu (64-bit)Running under: Ubuntu 16.04.2 LTSMatrix products: defaultBLAS: /usr/lib/libblas/libblas.so.3.6.0LAPACK: /usr/lib/lapack/liblapack.so.3.6.0locale:[1] LC_CTYPE=zh_TW.UTF-8       LC_NUMERIC=C               LC_TIME=zh_TW.UTF-8[4] LC_COLLATE=zh_TW.UTF-8     LC_MONETARY=zh_TW.UTF-8    LC_MESSAGES=zh_TW.UTF-8[7] LC_PAPER=zh_TW.UTF-8       LC_NAME=C                  LC_ADDRESS=C[10] LC_TELEPHONE=C             LC_MEASUREMENT=zh_TW.UTF-8 LC_IDENTIFICATION=Cattached base packages:[1] stats     graphics  grDevices utils     datasets  methods   baseother attached packages:[1] ROCR_1.0-7   gplots_3.0.1loaded via a namespace (and not attached):[1] compiler_3.4.0     class_7.3-14       tools_3.4.0        KernSmooth_2.23-15 gdata_2.18.0[6] caTools_1.17.1     bitops_1.0-6       gtools_3.5.0[關鍵字]:選擇性，也許未來有用--","R_Language"
"738","M.1497454783.A.636","cd12631","問題","爬蟲問題",2017-06-14 23:39:40,NA,NA,"[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[軟體熟悉度]:

使用者(已經有用R 做過不少作品)

[問題敘述]:

平常是很少爬蟲 之前有在爬的時候也算是順利

今天臨時把之前爬過的東西翻出來要抓資料

網頁如下:http://ntpc.youbike.com.tw/cht/f12.php?loc=taipei但之前爬得很順利的東西(兩年前)

今天突然抓不下來

爬文以及google一下 似乎是Keep-Alive Connection的問題

也許這兩年內這網站加上這東西

google了一下相關的資訊還是無法爬成功

只好上來請教各位先進

[程式範例]:
library(magrittr)
library(httr)
library(rvest)
library(stringr)


# 例如我要抓這網頁可停空位那一欄

ubikeurl <- ""http://ntpc.youbike.com.tw/cht/f12.php?loc=taipei""urlubike <- read_html(ubikeurl)

ubike <- urlubike %>%
    html_nodes(., xpath = ""//tr/td[4]"") %>%
    html_text


[環境敘述]:

R version 3.4.0 (2017-04-21)
Platform: x86_64-w64-mingw32/x64 (64-bit)
Running under: Windows >= 8 x64 (build 9200)


[關鍵字]:選擇性，也許未來有用--","R_Language"
"739","M.1497441620.A.6FA","celestialgod","問題","Re: 折線圖+長條圖呈現",2017-06-14 20:00:17,NA,NA,"我Update一下ggplot2的狀態

ggplot2 2.2.0已經准許你這樣做了

成果：http://imgur.com/7YIrEB8程式好讀版：https://pastebin.com/u6fCQKuy程式碼：


library(ggplot2)
library(dplyr)

numSamples <- 200L
DF <- data.frame(V1 = sample(1L:4L, numSamples, TRUE),
                 V2 = sample(1L:2L, numSamples, TRUE))
sum0 <- DF %>% group_by(V1) %>% summarise (mean = mean(V2), n = n())

ggplotColours <- function(n = 6, h = c(0, 360) + 15){
  if ((diff(h) %% 360) < 1) h[2] <- h[2] - 360/n
  hcl(h = (seq(h[1], h[2], length = n)), c = 100, l = 65)
}

transDblAxisForBar <- function(x, y) {
  return((y - min(y)) / (max(y) - min(y)) * extendrange(x)[2])
}

cols <- ggplotColours(2)
ggplot(sum0, aes(V1, n)) +
  geom_bar(position = ""stack"", stat = ""identity"", fill = cols[1]) +
  geom_line(aes(x = V1, y = transDblAxisForBar(n, mean)),
            col = cols[2], lwd = 1.5) +
  scale_y_continuous(""n"",
    sec.axis = sec_axis(~ . / extendrange(sum0$n)[2] * diff(range(sum0$mean))+
                        min(sum0$mean), name = ""mean""))※ 引述《sacidoO (阿罵)》之銘言：: #更新 感謝版主c大各種code詳解 及G大還有Andrew大的幫忙!已經有解了: 更新方法一於置底: 借用這個標題 跟原po有一樣的問題 試了幾個幫法 但是都不成功.........: 不知道版上有沒有人能有方法解決兩種方法使其更優......感謝了!: [程式範例]: #data: 用c大分享的 code: library(dplyr): ngrp <- 2L: numSamples <- 200L: DF <- data.frame(V1 = sample(1L:3L, numSamples, TRUE), V2 = sample(1L:2L,: numSamples, TRUE),:                  V3 = rnorm(numSamples), V4 = rnorm(numSamples), V5 =: rnorm(numSamples)): #sum statistics: sum0<-DF %>% group_by(V1) %>% summarise (mean=mean(V2),n=n()): #方法一: bar chart 不在節點上,看起來怪怪的: par(mar=c(4,4.5,4,4)): barplot(sum0$n,ylim=c(0,max(sum0$n)+0.1*max(sum0$n)),: yaxt=""n"",width=0.2,space=2): axis(side=4): mtext(""Count"", side=4, line=1.8): par(new=T): plot(sum0$V1,sum0$mean, xlab=""cartegpory level"", ylim=c(0,2), ylab=""""): mtext(""Group mean"",side=2, line=1.8): lines(sum0$V1,sum0$mean, type=""o""): #方法二 使用ggpltot, 但是無法讓兩圖在同一圖上...: library(ggplot2): #frequency plot: g.botton<-ggplot()+geom_bar(data=sum0,aes(x=V1, y=n), stat=""identity"")+:   labs(y=""Counts"")+:   theme_classic(): #line plot: g.top<-ggplot()+geom_line(data=sum0, aes(x=V1, y=mean,: group=1))+geom_point(data=sum0,aes(x=V1,y=mean, group=1))+:   scale_y_continuous(limits = c(0,2),position=""right"")+:   labs(y=""Group mean"")+:   theme_classic(): print(g.bottom) #vp ?: print(g.top) #vp?: ※ 引述《samex4x4 (Same)》之銘言：: : [問題類型]:: : 程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來): : [軟體熟悉度]:: : 入門(寫過其他程式，只是對語法不熟悉): : [問題敘述]:: : 想詢問是否有辦法同時畫出長條圖和摺線圖在一張圖表上？: : 兩者是不同的數值(取不同欄位): : 大概是長這樣: : http://imgur.com/b5XELZF.jpg: : 謝謝QQ: : [程式範例]:: : [環境敘述]:: : 3.3.2: : [關鍵字]:: : 選擇性，也許未來有用--","R_Language"
"740","M.1497351455.A.36E","celestialgod","問題","Re: 折線圖+長條圖呈現",2017-06-13 18:57:33,NA,NA,"(法一)

library(dplyr)
numSamples <- 200L
DF <- data.frame(V1 = sample(1L:4L, numSamples, TRUE),
                 V2 = sample(1L:2L, numSamples, TRUE))
sum0 <- DF %>% group_by(V1) %>% summarise (mean = mean(V2), n = n())

library(latticeExtra)
g1 <- barchart(n ~ V1, sum0, horizontal = FALSE)
g2 <- xyplot(mean ~ V1, sum0, type = ""b"")
doubleYScale(g1, g2)http://i.imgur.com/4xUqrDu.png(法二)

成果：http://i.imgur.com/gPudXxI.png程式碼：https://pastebin.com/8Ld815Ns※ 引述《sacidoO (阿罵)》之銘言：: 借用這個標題 跟原po有一樣的問題 試了幾個幫法 但是都不成功.........: 不知道版上有沒有人能有方法解決兩種方法使其更優......感謝了!: [程式範例]: #data: 用c大分享的 code: library(dplyr): ngrp <- 2L: numSamples <- 200L: DF <- data.frame(V1 = sample(1L:3L, numSamples, TRUE), V2 = sample(1L:2L,: numSamples, TRUE),:                  V3 = rnorm(numSamples), V4 = rnorm(numSamples), V5 =: rnorm(numSamples)): #sum statistics: sum0<-DF %>% group_by(V1) %>% summarise (mean=mean(V2),n=n()): #方法一: bar chart 不在節點上,看起來怪怪的: par(mar=c(4,4.5,4,4)): barplot(sum0$n,ylim=c(0,max(sum0$n)+0.1*max(sum0$n)),: yaxt=""n"",width=0.2,space=2): axis(side=4): mtext(""Count"", side=4, line=1.8): par(new=T): plot(sum0$V1,sum0$mean, xlab=""cartegpory level"", ylim=c(0,2), ylab=""""): mtext(""Group mean"",side=2, line=1.8): lines(sum0$V1,sum0$mean, type=""o""): #方法二 使用ggpltot, 但是無法讓兩圖在同一圖上...: library(ggplot2): #frequency plot: g.botton<-ggplot()+geom_bar(data=sum0,aes(x=V1, y=n), stat=""identity"")+:   labs(y=""Counts"")+:   theme_classic(): #line plot: g.top<-ggplot()+geom_line(data=sum0, aes(x=V1, y=mean,: group=1))+geom_point(data=sum0,aes(x=V1,y=mean, group=1))+:   scale_y_continuous(limits = c(0,2),position=""right"")+:   labs(y=""Group mean"")+:   theme_classic(): print(g.bottom) #vp ?: print(g.top) #vp?: ※ 引述《samex4x4 (Same)》之銘言：: : [問題類型]:: : 程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來): : [軟體熟悉度]:: : 入門(寫過其他程式，只是對語法不熟悉): : [問題敘述]:: : 想詢問是否有辦法同時畫出長條圖和摺線圖在一張圖表上？: : 兩者是不同的數值(取不同欄位): : 大概是長這樣: : http://imgur.com/b5XELZF.jpg: : 謝謝QQ: : [程式範例]:: : [環境敘述]:: : 3.3.2: : [關鍵字]:: : 選擇性，也許未來有用--","R_Language"
"741","M.1497350749.A.7EA","celestialgod","問題","Re: 在R中有可以做到text to columns的語法或封包嗎",2017-06-13 18:45:46,NA,NA,"前面先隨便給他一個protocle跟host 加個?表示是query string

然後用httr::parse_url就可以輕鬆處理完了

剩下就是看你要什麼欄位mapping到table中，改個名字，然後as.data.frame即可

library(httr)
x <- parse_url(paste0(""http://1?"",""utm_source=apple&utm_campaign=PRO&"",
                      ""utm_medium=banner&text_id=12228473&date=970101&"",
                      ""loc=65173194cbfdbb89e06742a196ec150f""))
x$query
# $utm_source
# [1] ""apple""
#
# $utm_campaign
# [1] ""PRO""
#
# $utm_medium
# [1] ""banner""
#
# $text_id
# [1] ""12228473""
#
# $date
# [1] ""970101""
#
# $loc
# [1] ""65173194cbfdbb89e06742a196ec150f""※ 引述《jklkj (誠實可靠小郎君)》之銘言：: [問題類型]:: 程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來): [軟體熟悉度]:: 入門(寫過其他程式，只是對語法不熟悉): [問題敘述]:: 目前我有A、B兩個table: 我想做一件事是把兩個table先join成C，這部分沒問題我用merge: 之後我想當item欄位是空值時把text的資料擷取出部分: text的資料是url類似: utm_source=apple&utm_campaign=PRO&utm_medium=banner&text_id=12228473&date=: 970101&loc=65173194cbfdbb89e06742a196ec150f: 我想把各別的字串丟進資料庫的欄位中: 例如：: apple 丟進source欄位: PRO丟進campaign欄位: banner丟進medium欄位: 65173194cbfdbb89e06742a196ec150f丟進loc欄位: 但是text_id我沒有設欄位，所以不需要解析: [程式範例]:: if(C$item == """") {C$apple <- C$text}: 我本來是想說先丟進去再拆解，可是我連這個最基礎的都ERROR: the condition has length > 1 and only the first element will be used: 想問一下這怎麼處理: [環境敘述]:: R version 3.3.3 (2017-03-06): Platform: x86_64-w64-mingw32/x64 (64-bit): Running under: Windows 7 x64 (build 7601) Service Pack 1: locale:: [1] LC_COLLATE=Chinese (Traditional)_Taiwan.950  LC_CTYPE=Chinese (Traditional)_Taiwan.950: [3] LC_MONETARY=Chinese (Traditional)_Taiwan.950 LC_NUMERIC=C: [5] LC_TIME=Chinese (Traditional)_Taiwan.950: attached base packages:: [1] stats     graphics  grDevices utils     datasets  methods   base: other attached packages:: [1] RPostgreSQL_0.4-1 DBI_0.6: loaded via a namespace (and not attached):: [1] tools_3.3.3: [關鍵字]:: ETL--","R_Language"
"742","M.1497333230.A.A9A","tan800630","心得","Rfacebook使用心得與問題",2017-06-13 13:53:47,NA,NA,"[關鍵字]: Rfaceook package

[重點摘要]:

各位前輩好，最近在玩Rfacebook這個套件時發現部分抓取到的資料有些不大對勁，在此
把我看到的狀況整理出來(可能還未遇到所有狀況)讓大家參考，若是其實有規則只是我沒
有發覺也請大家指教，謝謝: )


目前遇到的主要是照片類型文章，抓取照片類型文章的各種訊息(按讚、回應、分享)主要
是參照Po文文章網址(有加字說明的那個頁面)，但在按讚人數上的紀錄卻會有出入，以下
列出幾個目前看到的狀況，
p.s.有些資料甚至沒看到吻合的數字，但可能是爬文日期較早或是曾有編輯紀錄的問題因
此先忽略1.上傳照片並新增至xxx相簿：photo  post都可以看的到文章內容ex. 文章ID:136845026417486_814387378663244photo網址：https://www.facebook.com/DoctorKoWJ/photos/a.814387368663245.1073741880.136845026417486/814387378663244/?type=3改成post網址：https://www.facebook.com/DoctorKoWJ/posts/814387378663244/?type=3按讚人數：參照post網址/photo網址(全文而非第一張照片)
分享人數：(全文而非第一章照片)2.新增照片：改成post也看不到文章內容與相關訊息，無法用下列兩個網址中的按讚人數對應到爬到的內容ex.文章ID:136845026417486_682365098532140photo網址：https://www.facebook.com/DoctorKoWJ/photos/a.415511451884174.1073741827.136845026417486/682365098532140/?type=3改成post網址：https://www.facebook.com/DoctorKoWJ/posts/682365098532140/?type=3自己去google到的Po文文章網址：https://www.facebook.com/DoctorKoWJ/posts/682365261865457按讚人數：參照Po文文章網址 (全文而非第一張照片)
分享人數：(全文而非第一張照片)#不一致的狀況3.上傳照片並新增至xxx相簿：post網址只顯示第一張照片的訊息，沒有內文 (photo網址反而才是全文文章網址)ex.文章ID：136845026417486_476154822486503photo網址：https://www.facebook.com/DoctorKoWJ/photos/a.476104919158160.1073741860.136845026417486/476154822486503/?type=3改成post網址：https://www.facebook.com/DoctorKoWJ/posts/476154822486503/?type=3按讚人數：參照post網址 ""而非Po文文章網址""(第一張照片而非全文)分享人數：(全文而非第一張照片)



##總結##

a. 當專頁管理者使用新增相簿功能發文時，Rfacebook套件可能會抓取到照片而非Po文的
按讚資訊。(主觀感受：大部分狀況會造成大幅低估文章的按讚人數)

b. 當專頁管理者使用上傳照片(但無新增相簿)功能發文時，Rfacebook套件抓取的連結網
址為第一張照片的連結而非Po文的連結網址，然而抓取的資訊仍以Po文為主。





以下為使用的R-code

require(Rfacebook)

#請自行更改token
fb.oauth=""""

#抓取粉絲專頁資料
start_date <- ""2013/01/01""
end_date <- ""2017/05/31""
page.id <- ""DoctorKoWJ""

page <- getPage(page.id,token=fb.oauth,n=3000,since=start_date,until=end_date)


#抓取文章資料
post_ID=""""
n=100000

post=getPost(post_ID,token=fb.oauth,n,reactions=T)


以上，不好意思第一次在版上發這類的文章，如果敘述不好或格式很醜再麻煩見諒

--","R_Language"
"743","M.1497327383.A.763","sacidoO","問題","Re: 折線圖+長條圖呈現",2017-06-13 12:16:21,NA,NA,"#更新 感謝版主c大各種code詳解 及G大還有Andrew大的幫忙!已經有解了
更新方法一於置底

借用這個標題 跟原po有一樣的問題 試了幾個幫法 但是都不成功.........
不知道版上有沒有人能有方法解決兩種方法使其更優......感謝了!

[程式範例]
#data: 用c大分享的 code
library(dplyr)
ngrp <- 2L
numSamples <- 200L
DF <- data.frame(V1 = sample(1L:3L, numSamples, TRUE), V2 = sample(1L:2L,
numSamples, TRUE),
                 V3 = rnorm(numSamples), V4 = rnorm(numSamples), V5 =
rnorm(numSamples))
#sum statistics
sum0<-DF %>% group_by(V1) %>% summarise (mean=mean(V2),n=n())

#方法一: bar chart 不在節點上,看起來怪怪的
par(mar=c(4,4.5,4,4))
barplot(sum0$n,ylim=c(0,max(sum0$n)+0.1*max(sum0$n)),
yaxt=""n"",width=0.2,space=2)
axis(side=4)
mtext(""Count"", side=4, line=1.8)
par(new=T)
plot(sum0$V1,sum0$mean, xlab=""cartegpory level"", ylim=c(0,2), ylab="""")
mtext(""Group mean"",side=2, line=1.8)
lines(sum0$V1,sum0$mean, type=""o"")


#方法二 使用ggpltot, 但是無法讓兩圖在同一圖上...
library(ggplot2)#frequencyplot
g.botton<-ggplot()+geom_bar(data=sum0,aes(x=V1, y=n), stat=""identity"")+
  labs(y=""Counts"")+
  theme_classic()
#line plot
g.top<-ggplot()+geom_line(data=sum0, aes(x=V1, y=mean,
group=1))+geom_point(data=sum0,aes(x=V1,y=mean, group=1))+
  scale_y_continuous(limits = c(0,2),position=""right"")+
  labs(y=""Group mean"")+
  theme_classic()
print(g.bottom) #vp ?
print(g.top) #vp?※ 引述《samex4x4 (Same)》之銘言：: [問題類型]::: 程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來):: [軟體熟悉度]:: 入門(寫過其他程式，只是對語法不熟悉): [問題敘述]:: 想詢問是否有辦法同時畫出長條圖和摺線圖在一張圖表上？: 兩者是不同的數值(取不同欄位): 大概是長這樣: http://imgur.com/b5XELZF.jpg: 謝謝QQ: [程式範例]::
:: [環境敘述]::: 3.3.2:: [關鍵字]::: 選擇性，也許未來有用:

--","R_Language"
"744","M.1497257737.A.19D","f496328mm","分享","Kaggle Bosch 生產線分析  74名, 前6%",2017-06-12 16:55:33,NA,NA,"給對資料分析有興趣的朋友，一個參考的方向，

我目前還在學習中，所以分享一些過程，有錯也請多多指教

----------------------------------------------------------

我的 CODE 是用 R 寫的，因為使用parallel，必須在 linux 環境下才能執行https://github.com/f496328mm/kaggle_Production_Line問題主要是 生產線分析  需要預測該產品是 良品 or 不良品

詳細過程我都寫在 github 上，

由於我沒有相關經驗，部分方法參考 kaggle 的 kernel ，

文筆可能不夠好，如果有問題可以直接寄信給我


--","R_Language"
"745","M.1497255490.A.194","berlin0212","問題","leaflet for R 是否可使用 TGOS 底圖？",2017-06-12 16:18:06,NA,NA,"[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[軟體熟悉度]:入門(寫過其他程式，只是對語法不熟悉)[問題敘述]:
大家好，我剛學R不久，對地圖視覺化有興趣，相較於跟Google Map串接的套件，
leaflet提供的互動地圖可以不受螢幕框框限制呈現不同尺度範圍的資料讓我非常喜歡，
配合shiny使用可以達到不錯的網頁呈現效果。
雖然R未必是最好的工具但我只會R，請大家不要笑 XD

leaflet預設提供開放街圖(Open Street Map, OSM)，不提供Google Map
根據官網的說明也可以按照需要的視覺效果，用addProviderTiles()函數叫出其他預設有
配合的底圖，例如黑白圖、地形圖、衛星圖：https://rstudio.github.io/leaflet/basemaps.html不過以台灣而言，最準確的圖資應該還是政府的TGOS圖台，
例如台北市的「地圖化資訊展示系統」(http://163.29.163.57/eocmap)就可以按「地球」切換四種底圖：
街圖(看來是Google map)、衛星、地形、TGOS，非常實用

想請教板上各位大大是否可能用leaflet叫出TGOS的底圖呢？謝謝解惑！

TGOS有提供API但不太知道怎麼串...https://www.tgos.tw/TGOS/Web/API/TGOS_API_Center.aspx另外RStudio的leaflet說明頁有這句話，但沒有實際舉例：
Custom Tile URL Template
If you happen to have a custom map tile URL template to use, you can provide
it as an argument to addTiles().

[關鍵字]:
Leaflet for R
TGOS

--","R_Language"
"746","M.1497204078.A.C71","fjuheadache","問題","shiny模板問題",2017-06-12 02:01:15,NA,NA,"[問題類型]:程式諮詢(我想用R 做某件事情，但是我不知道要怎麼用R 寫出來)[軟體熟悉度]:入門(寫過其他程式，只是對語法不熟悉)學校有上過r
不過目前沒有教過shiny 套件


[問題敘述]:請簡略描述你所要做的事情，或是這個程式的目的大家好
我想請問
我想做一個有十個變數每個都是類別
然後目標只有是跟否
然後想用shiny 讓五個變數有可以選的下拉選單
選完後會跑出結果是或否

[程式範例]:
沒學過shiny 套件
上網爬文也沒找到想要的資訊

--","R_Language"
"747","M.1497113842.A.0ED","HumuHumu","問題","shiny error : undedinfe column select",2017-06-11 00:57:19,NA,NA,"我目前把App寫好後

透過runApp()可以用Rstudio 跑出結果而沒有任何Bug

但是用瀏覽器執行 runApp(launch.browser = TRUE) 時就會跳出

Error : Undefined column selected

不知道有沒有人遇過這種問題 透過不同的方式runApp結果會有差異的

--","R_Language"
